time,open,high,low,close,tick_volume,spread,real_volume,volume
2024-08-08 21:09:00,2424.22,2424.78,2423.89,2423.98,285,4,0,285
2024-08-08 21:12:00,2423.98,2426.37,2423.97,2426.05,402,4,0,402
2024-08-08 21:15:00,2426.06,2426.06,2425.07,2425.16,298,4,0,298
2024-08-08 21:18:00,2425.16,2425.17,2424.26,2424.4,197,4,0,197
2024-08-08 21:21:00,2424.39,2424.39,2423.7,2424.0,197,4,0,197
2024-08-08 21:24:00,2424.0,2425.09,2424.0,2424.4,239,4,0,239
2024-08-08 21:27:00,2424.4,2425.57,2424.39,2425.46,344,4,0,344
2024-08-08 21:30:00,2425.46,2425.59,2424.47,2424.68,247,4,0,247
2024-08-08 21:33:00,2424.69,2425.25,2424.67,2425.17,247,4,0,247
2024-08-08 21:36:00,2425.23,2426.0,2424.57,2425.84,280,4,0,280
2024-08-08 21:39:00,2425.83,2425.93,2424.14,2424.47,299,4,0,299
2024-08-08 21:42:00,2424.46,2424.85,2424.3,2424.47,303,4,0,303
2024-08-08 21:45:00,2424.4,2425.28,2424.11,2424.52,264,4,0,264
2024-08-08 21:48:00,2424.51,2424.53,2423.89,2424.27,239,4,0,239
2024-08-08 21:51:00,2424.28,2424.68,2423.89,2424.04,221,4,0,221
2024-08-08 21:54:00,2424.04,2424.21,2423.64,2423.82,159,4,0,159
2024-08-08 21:57:00,2423.76,2424.42,2423.22,2424.03,278,4,0,278
2024-08-08 22:00:00,2424.03,2424.03,2422.49,2423.06,284,4,0,284
2024-08-08 22:03:00,2423.03,2423.06,2422.33,2422.62,272,4,0,272
2024-08-08 22:06:00,2422.62,2424.0,2422.22,2424.0,205,4,0,205
2024-08-08 22:09:00,2423.99,2424.35,2423.7,2424.05,180,4,0,180
2024-08-08 22:12:00,2424.02,2424.57,2423.95,2423.96,209,4,0,209
2024-08-08 22:15:00,2423.97,2424.05,2422.78,2423.01,367,4,0,367
2024-08-08 22:18:00,2423.0,2423.51,2422.79,2423.13,267,4,0,267
2024-08-08 22:21:00,2423.11,2424.2,2422.9,2423.95,213,4,0,213
2024-08-08 22:24:00,2424.0,2424.48,2423.9,2424.26,175,4,0,175
2024-08-08 22:27:00,2424.25,2424.89,2423.88,2424.62,199,4,0,199
2024-08-08 22:30:00,2424.63,2424.67,2422.49,2422.97,376,4,0,376
2024-08-08 22:33:00,2422.98,2423.02,2421.66,2421.99,233,4,0,233
2024-08-08 22:36:00,2421.97,2422.3,2421.66,2422.23,265,4,0,265
2024-08-08 22:39:00,2422.18,2423.23,2421.67,2423.15,276,4,0,276
2024-08-08 22:42:00,2423.2,2423.86,2422.82,2423.71,255,4,0,255
2024-08-08 22:45:00,2423.73,2424.3,2423.32,2423.67,401,4,0,401
2024-08-08 22:48:00,2423.65,2423.86,2422.77,2423.29,300,4,0,300
2024-08-08 22:51:00,2423.24,2423.72,2422.68,2423.3,281,4,0,281
2024-08-08 22:54:00,2423.29,2423.29,2422.61,2422.84,309,4,0,309
2024-08-08 22:57:00,2422.85,2423.77,2422.85,2423.65,376,4,0,376
2024-08-08 23:00:00,2423.66,2423.89,2423.14,2423.59,251,4,0,251
2024-08-08 23:03:00,2423.58,2424.28,2423.54,2424.13,153,4,0,153
2024-08-08 23:06:00,2424.11,2424.3,2423.71,2424.19,163,4,0,163
2024-08-08 23:09:00,2424.16,2424.19,2423.54,2423.99,94,4,0,94
2024-08-08 23:12:00,2424.0,2424.23,2423.61,2423.94,169,4,0,169
2024-08-08 23:15:00,2423.97,2424.6,2423.78,2424.59,114,4,0,114
2024-08-08 23:18:00,2424.56,2425.79,2424.55,2425.79,119,4,0,119
2024-08-08 23:21:00,2425.84,2426.11,2425.46,2426.04,115,4,0,115
2024-08-08 23:24:00,2426.05,2426.4,2425.81,2425.92,149,4,0,149
2024-08-08 23:27:00,2425.93,2426.2,2425.63,2425.93,190,4,0,190
2024-08-08 23:30:00,2425.85,2425.85,2424.65,2424.96,182,4,0,182
2024-08-08 23:33:00,2424.95,2425.64,2424.95,2425.6,93,4,0,93
