time,open,high,low,close,tick_volume,spread,real_volume,volume
2024-12-19 04:54:00,2608.26,2611.88,2608.24,2611.65,944,5,0,944
2024-12-19 04:57:00,2611.65,2613.95,2611.65,2612.14,950,5,0,950
2024-12-19 05:00:00,2612.14,2613.41,2611.72,2612.1,639,5,0,639
2024-12-19 05:03:00,2612.07,2612.2,2610.66,2612.2,538,5,0,538
2024-12-19 05:06:00,2612.2,2612.2,2610.41,2611.12,430,5,0,430
2024-12-19 05:09:00,2611.17,2611.37,2609.92,2610.89,602,5,0,602
2024-12-19 05:12:00,2610.85,2611.56,2609.67,2609.86,470,5,0,470
2024-12-19 05:15:00,2609.86,2612.5,2609.65,2612.15,453,5,0,453
2024-12-19 05:18:00,2612.15,2612.97,2610.66,2610.78,447,5,0,447
2024-12-19 05:21:00,2610.78,2611.54,2610.34,2610.76,492,5,0,492
2024-12-19 05:24:00,2610.75,2610.84,2607.92,2608.2,573,5,0,573
2024-12-19 05:27:00,2608.2,2609.44,2607.81,2608.58,601,5,0,601
2024-12-19 05:30:00,2608.58,2610.32,2608.58,2610.19,389,5,0,389
2024-12-19 05:33:00,2610.15,2610.42,2609.5,2610.37,308,5,0,308
2024-12-19 05:36:00,2610.35,2611.4,2610.19,2610.57,310,5,0,310
2024-12-19 05:39:00,2610.57,2610.73,2609.89,2610.12,227,5,0,227
2024-12-19 05:42:00,2610.16,2610.66,2609.81,2610.46,209,5,0,209
2024-12-19 05:45:00,2610.41,2610.91,2610.12,2610.89,269,5,0,269
2024-12-19 05:48:00,2610.89,2611.53,2610.54,2610.94,290,5,0,290
2024-12-19 05:51:00,2610.94,2611.89,2610.87,2611.78,344,5,0,344
2024-12-19 05:54:00,2611.77,2611.82,2610.84,2611.37,282,5,0,282
2024-12-19 05:57:00,2611.36,2611.46,2610.05,2610.46,208,5,0,208
2024-12-19 06:00:00,2610.47,2611.17,2609.91,2610.02,223,5,0,223
2024-12-19 06:03:00,2610.04,2610.52,2608.96,2609.21,274,5,0,274
2024-12-19 06:06:00,2609.14,2609.53,2609.03,2609.37,334,5,0,334
2024-12-19 06:09:00,2609.37,2609.66,2607.17,2608.12,449,5,0,449
2024-12-19 06:12:00,2608.12,2609.4,2607.9,2608.32,324,5,0,324
2024-12-19 06:15:00,2608.31,2608.89,2608.03,2608.7,245,5,0,245
2024-12-19 06:18:00,2608.7,2609.55,2608.51,2609.03,280,5,0,280
2024-12-19 06:21:00,2609.03,2610.45,2608.78,2609.96,238,5,0,238
2024-12-19 06:24:00,2609.97,2611.57,2609.46,2610.94,528,5,0,528
2024-12-19 06:27:00,2610.95,2611.21,2608.3,2608.88,759,5,0,759
2024-12-19 06:30:00,2608.88,2608.91,2607.58,2608.04,333,5,0,333
2024-12-19 06:33:00,2608.04,2608.84,2608.02,2608.24,214,5,0,214
2024-12-19 06:36:00,2608.24,2608.32,2607.02,2607.72,257,5,0,257
