time,open,high,low,close,tick_volume,spread,real_volume,volume
2025-09-12 21:33:00,3648.0,3648.35,3647.91,3648.19,318,5,0,318
2025-09-12 21:36:00,3648.18,3648.66,3648.01,3648.63,266,5,0,266
2025-09-12 21:39:00,3648.66,3648.66,3648.16,3648.48,347,5,0,347
2025-09-12 21:42:00,3648.48,3649.47,3648.37,3648.92,351,5,0,351
2025-09-12 21:45:00,3648.94,3649.2,3648.51,3648.76,293,5,0,293
2025-09-12 21:48:00,3648.76,3648.79,3648.35,3648.69,334,5,0,334
2025-09-12 21:51:00,3648.69,3648.96,3648.49,3648.69,330,5,0,330
2025-09-12 21:54:00,3648.69,3648.9,3648.34,3648.62,234,5,0,234
2025-09-12 21:57:00,3648.62,3648.85,3648.43,3648.47,378,5,0,378
2025-09-12 22:00:00,3648.46,3648.52,3647.43,3647.81,318,5,0,318
2025-09-12 22:03:00,3647.81,3648.19,3647.27,3647.52,283,5,0,283
2025-09-12 22:06:00,3647.54,3647.82,3647.1,3647.4,310,5,0,310
2025-09-12 22:09:00,3647.39,3647.7,3646.79,3647.48,262,5,0,262
2025-09-12 22:12:00,3647.49,3647.69,3647.15,3647.17,143,5,0,143
2025-09-12 22:15:00,3647.17,3647.71,3646.77,3647.09,276,5,0,276
2025-09-12 22:18:00,3647.11,3647.13,3646.47,3646.51,225,5,0,225
2025-09-12 22:21:00,3646.5,3647.22,3646.5,3646.7,169,5,0,169
2025-09-12 22:24:00,3646.72,3646.84,3646.33,3646.41,270,5,0,270
2025-09-12 22:27:00,3646.43,3646.6,3645.96,3646.04,265,5,0,265
2025-09-12 22:30:00,3646.07,3646.57,3646.0,3646.51,408,5,0,408
2025-09-12 22:33:00,3646.51,3646.66,3644.96,3644.98,372,5,0,372
2025-09-12 22:36:00,3644.98,3645.36,3644.72,3645.35,487,5,0,487
2025-09-12 22:39:00,3645.35,3645.49,3644.77,3645.48,466,5,0,466
2025-09-12 22:42:00,3645.47,3645.92,3645.16,3645.87,422,5,0,422
2025-09-12 22:45:00,3645.87,3646.49,3645.56,3646.25,435,5,0,435
2025-09-12 22:48:00,3646.27,3646.88,3646.14,3646.32,538,5,0,538
2025-09-12 22:51:00,3646.32,3646.32,3645.2,3645.47,446,5,0,446
2025-09-12 22:54:00,3645.46,3646.15,3644.27,3644.39,585,5,0,585
2025-09-12 22:57:00,3644.36,3644.47,3643.61,3644.25,613,5,0,613
2025-09-12 23:00:00,3644.18,3645.41,3644.18,3644.94,356,5,0,356
2025-09-12 23:03:00,3644.93,3645.0,3644.01,3644.05,217,5,0,217
2025-09-12 23:06:00,3644.12,3644.26,3642.62,3642.81,410,5,0,410
2025-09-12 23:09:00,3642.78,3643.09,3642.1,3642.41,386,5,0,386
2025-09-12 23:12:00,3642.41,3643.06,3641.8,3642.2,453,5,0,453
2025-09-12 23:15:00,3642.21,3642.77,3641.96,3642.76,354,5,0,354
2025-09-12 23:18:00,3642.94,3643.16,3641.86,3642.24,461,5,0,461
2025-09-12 23:21:00,3642.23,3642.45,3641.76,3641.89,364,5,0,364
2025-09-12 23:24:00,3641.88,3642.19,3641.75,3642.1,159,5,0,159
2025-09-12 23:27:00,3642.09,3642.88,3641.99,3642.72,238,5,0,238
2025-09-12 23:30:00,3642.72,3642.89,3641.74,3642.45,211,5,0,211
2025-09-12 23:33:00,3642.43,3642.46,3641.78,3642.04,316,5,0,316
2025-09-12 23:36:00,3642.05,3642.33,3641.95,3641.97,217,5,0,217
2025-09-12 23:39:00,3642.02,3642.07,3641.1,3641.52,248,5,0,248
2025-09-12 23:42:00,3641.33,3642.17,3641.13,3642.08,82,46,0,82
2025-09-12 23:45:00,3642.07,3642.63,3641.83,3642.28,137,62,0,137
2025-09-12 23:48:00,3642.38,3642.95,3641.81,3642.93,124,66,0,124
2025-09-12 23:51:00,3642.91,3643.05,3642.83,3643.04,70,78,0,70
2025-09-12 23:54:00,3643.17,3643.45,3642.3,3642.51,185,76,0,185
2025-09-12 23:57:00,3642.41,3643.62,3642.34,3643.04,118,81,0,118
2025-09-15 01:03:00,3644.65,3645.98,3644.65,3645.98,136,5,0,136
2025-09-15 01:06:00,3645.94,3646.11,3644.54,3645.25,349,5,0,349
2025-09-15 01:09:00,3645.25,3645.31,3643.84,3644.5,165,5,0,165
2025-09-15 01:12:00,3644.55,3644.71,3643.87,3643.93,137,5,0,137
2025-09-15 01:15:00,3643.98,3644.31,3643.47,3644.06,170,5,0,170
2025-09-15 01:18:00,3644.06,3644.06,3639.95,3640.09,209,5,0,209
2025-09-15 01:21:00,3640.09,3641.7,3639.82,3641.13,220,5,0,220
2025-09-15 01:24:00,3641.05,3641.73,3641.01,3641.68,145,5,0,145
2025-09-15 01:27:00,3641.72,3642.56,3641.68,3642.56,155,5,0,155
