time,open,high,low,close,tick_volume,spread,real_volume,volume
2026-09-04 17:33:00,4434.92,4442.32,4433.8,4441.46,2905,9,0,2905
2026-09-04 17:36:00,4441.49,4441.49,4429.26,4431.56,2774,9,0,2774
2026-09-04 17:39:00,4431.57,4431.63,4427.96,4430.13,2786,9,0,2786
2026-09-04 17:42:00,4430.12,4432.54,4425.45,4428.77,2840,9,0,2840
2026-09-04 17:45:00,4428.79,4432.1,4422.69,4425.31,2735,13,0,2735
2026-09-04 17:48:00,4425.29,4429.86,4424.93,4427.9,2656,11,0,2656
2026-09-04 17:51:00,4427.89,4428.72,4420.75,4422.55,2800,11,0,2800
2026-09-04 17:54:00,4422.58,4423.93,4417.18,4422.85,2885,9,0,2885
2026-09-04 17:57:00,4422.84,4429.9,4422.57,4427.52,2627,9,0,2627
2026-09-04 18:00:00,4427.5,4427.96,4422.77,4424.3,2603,13,0,2603
2026-09-04 18:03:00,4424.29,4433.69,4423.25,4433.38,2526,13,0,2526
2026-09-04 18:06:00,4433.4,4439.27,4431.66,4434.49,2519,14,0,2519
2026-09-04 18:09:00,4434.47,4438.17,4434.08,4436.31,2647,9,0,2647
2026-09-04 18:12:00,4436.3,4443.62,4435.8,4443.43,2389,10,0,2389
2026-09-04 18:15:00,4443.41,4446.02,4441.06,4445.41,2548,13,0,2548
2026-09-04 18:18:00,4445.42,4448.81,4444.82,4447.34,2723,9,0,2723
2026-09-04 18:21:00,4447.35,4448.97,4441.17,4441.17,2738,9,0,2738
2026-09-04 18:24:00,4441.18,4446.07,4440.29,4442.78,2486,9,0,2486
2026-09-04 18:27:00,4442.76,4443.36,4439.64,4439.91,2415,9,0,2415
2026-09-04 18:30:00,4439.95,4444.32,4439.08,4439.55,2442,11,0,2442
2026-09-04 18:33:00,4439.55,4442.48,4438.44,4438.81,2720,9,0,2720
2026-09-04 18:36:00,4438.87,4440.21,4437.41,4439.54,2463,9,0,2463
2026-09-04 18:39:00,4439.56,4444.09,4436.63,4443.81,2236,9,0,2236
2026-09-04 18:42:00,4443.84,4446.61,4441.57,4442.93,2390,9,0,2390
2026-09-04 18:45:00,4442.9,4444.24,4442.17,4442.86,2196,9,0,2196
2026-09-04 18:48:00,4442.84,4445.26,4441.8,4445.15,2192,10,0,2192
2026-09-04 18:51:00,4445.15,4446.06,4439.7,4441.44,2296,13,0,2296
2026-09-04 18:54:00,4441.45,4441.62,4437.18,4437.48,2278,10,0,2278
2026-09-04 18:57:00,4437.5,4437.89,4435.66,4436.7,2204,11,0,2204
2026-09-04 19:00:00,4436.66,4440.24,4436.34,4438.36,2243,13,0,2243
2026-09-04 19:03:00,4438.37,4440.35,4437.08,4439.94,2183,14,0,2183
