time,open,high,low,close,tick_volume,spread,real_volume,volume
2024-03-28 11:45:00,2196.58,2197.68,2196.39,2197.58,183,4,0,183
2024-03-28 11:48:00,2197.51,2197.97,2197.18,2197.22,229,4,0,229
2024-03-28 11:51:00,2197.26,2197.38,2196.69,2196.79,238,4,0,238
2024-03-28 11:54:00,2196.79,2196.98,2196.48,2196.71,178,4,0,178
2024-03-28 11:57:00,2196.71,2197.9,2196.69,2197.87,182,4,0,182
2024-03-28 12:00:00,2197.87,2198.07,2197.19,2197.93,230,4,0,230
2024-03-28 12:03:00,2197.93,2198.46,2197.93,2198.08,173,4,0,173
2024-03-28 12:06:00,2198.08,2198.46,2197.97,2198.18,212,4,0,212
2024-03-28 12:09:00,2198.17,2198.45,2198.02,2198.15,127,4,0,127
2024-03-28 12:12:00,2198.15,2198.62,2198.12,2198.62,162,4,0,162
2024-03-28 12:15:00,2198.62,2200.87,2198.51,2200.42,235,4,0,235
2024-03-28 12:18:00,2200.48,2200.49,2199.28,2199.89,288,4,0,288
2024-03-28 12:21:00,2199.81,2208.42,2199.69,2205.31,840,4,0,840
2024-03-28 12:24:00,2205.27,2207.5,2204.6,2205.65,858,4,0,858
2024-03-28 12:27:00,2205.64,2205.76,2204.5,2204.5,487,4,0,487
2024-03-28 12:30:00,2204.42,2207.03,2204.11,2206.69,687,4,0,687
2024-03-28 12:33:00,2206.69,2208.35,2206.59,2207.56,571,4,0,571
2024-03-28 12:36:00,2207.52,2210.94,2207.35,2209.36,628,4,0,628
2024-03-28 12:39:00,2209.37,2211.81,2208.73,2211.24,561,4,0,561
2024-03-28 12:42:00,2211.19,2211.61,2210.24,2211.02,485,4,0,485
2024-03-28 12:45:00,2210.95,2212.63,2210.45,2211.17,544,4,0,544
2024-03-28 12:48:00,2211.46,2213.4,2211.17,2212.4,630,4,0,630
2024-03-28 12:51:00,2212.4,2213.68,2211.69,2211.79,522,4,0,522
2024-03-28 12:54:00,2211.79,2213.81,2211.58,2213.42,464,4,0,464
2024-03-28 12:57:00,2213.46,2213.5,2212.04,2212.23,451,4,0,451
2024-03-28 13:00:00,2212.23,2212.32,2210.36,2210.43,563,4,0,563
2024-03-28 13:03:00,2210.43,2210.65,2209.16,2210.46,562,4,0,562
2024-03-28 13:06:00,2210.46,2210.61,2209.54,2210.61,392,4,0,392
2024-03-28 13:09:00,2210.61,2211.13,2210.1,2211.05,452,4,0,452
2024-03-28 13:12:00,2211.07,2211.9,2211.05,2211.7,336,4,0,336
2024-03-28 13:15:00,2211.7,2211.87,2211.13,2211.56,264,4,0,264
2024-03-28 13:18:00,2211.56,2213.06,2211.24,2212.89,295,4,0,295
2024-03-28 13:21:00,2212.89,2213.35,2211.99,2212.64,296,4,0,296
2024-03-28 13:24:00,2212.66,2212.66,2211.0,2211.72,347,4,0,347
2024-03-28 13:27:00,2211.72,2213.06,2211.61,2212.74,319,4,0,319
2024-03-28 13:30:00,2212.75,2213.24,2211.48,2211.58,393,4,0,393
2024-03-28 13:33:00,2211.58,2211.68,2209.9,2210.18,369,4,0,369
2024-03-28 13:36:00,2210.18,2210.18,2208.24,2208.47,458,4,0,458
2024-03-28 13:39:00,2208.47,2208.95,2207.27,2207.62,449,4,0,449
2024-03-28 13:42:00,2207.62,2209.47,2207.36,2209.0,383,4,0,383
2024-03-28 13:45:00,2209.0,2209.86,2208.65,2209.76,272,4,0,272
2024-03-28 13:48:00,2209.75,2210.2,2209.03,2209.04,315,4,0,315
2024-03-28 13:51:00,2209.04,2209.6,2208.84,2209.51,228,4,0,228
2024-03-28 13:54:00,2209.5,2210.94,2208.97,2209.95,409,4,0,409
2024-03-28 13:57:00,2209.96,2211.51,2209.93,2210.46,375,4,0,375
2024-03-28 14:00:00,2210.48,2213.54,2209.89,2212.99,535,4,0,535
2024-03-28 14:03:00,2213.01,2213.61,2211.68,2212.78,485,4,0,485
2024-03-28 14:06:00,2212.78,2215.25,2212.58,2213.71,605,4,0,605
2024-03-28 14:09:00,2213.7,2214.45,2212.96,2214.09,633,4,0,633
2024-03-28 14:12:00,2214.1,2214.96,2213.5,2213.98,403,4,0,403
2024-03-28 14:15:00,2213.96,2216.93,2213.27,2213.28,577,4,0,577
2024-03-28 14:18:00,2213.28,2213.84,2212.12,2213.74,634,4,0,634
2024-03-28 14:21:00,2213.74,2213.75,2211.14,2211.51,644,4,0,644
2024-03-28 14:24:00,2211.52,2212.32,2211.4,2211.44,430,4,0,430
2024-03-28 14:27:00,2211.44,2211.63,2210.81,2211.24,307,4,0,307
2024-03-28 14:30:00,2211.26,2211.48,2208.41,2209.84,937,4,0,937
2024-03-28 14:33:00,2209.85,2210.85,2206.57,2206.97,808,4,0,808
2024-03-28 14:36:00,2206.98,2208.3,2206.72,2207.88,868,4,0,868
2024-03-28 14:39:00,2207.88,2209.9,2207.7,2209.28,727,4,0,727
2024-03-28 14:42:00,2209.29,2210.32,2206.9,2207.49,839,4,0,839
2024-03-28 14:45:00,2207.49,2208.82,2205.79,2208.18,912,4,0,912
2024-03-28 14:48:00,2208.2,2210.08,2208.07,2210.08,633,4,0,633
2024-03-28 14:51:00,2210.08,2211.06,2210.07,2210.65,441,4,0,441
2024-03-28 14:54:00,2210.55,2212.79,2210.07,2212.61,448,4,0,448
2024-03-28 14:57:00,2212.69,2216.13,2212.43,2215.73,865,4,0,865
