time,open,high,low,close,tick_volume,spread,real_volume,volume
2026-04-27 07:15:00,4727.5,4727.97,4725.85,4725.91,1912,18,0,1912
2026-04-27 07:18:00,4725.89,4727.28,4724.96,4726.9,1862,20,0,1862
2026-04-27 07:21:00,4726.92,4727.6,4726.22,4726.94,1848,20,0,1848
2026-04-27 07:24:00,4726.94,4727.0,4725.31,4725.67,1839,19,0,1839
2026-04-27 07:27:00,4725.68,4727.02,4725.12,4726.88,1895,21,0,1895
2026-04-27 07:30:00,4726.87,4728.45,4726.85,4727.14,1889,21,0,1889
2026-04-27 07:33:00,4727.14,4730.02,4725.37,4726.17,1983,21,0,1983
2026-04-27 07:36:00,4726.36,4727.53,4725.72,4727.34,1885,21,0,1885
2026-04-27 07:39:00,4727.36,4728.22,4726.63,4728.0,1887,21,0,1887
2026-04-27 07:42:00,4727.99,4728.17,4726.02,4726.22,1891,18,0,1891
2026-04-27 07:45:00,4726.2,4726.59,4724.87,4725.76,1900,16,0,1900
2026-04-27 07:48:00,4725.75,4725.96,4723.56,4724.27,1950,20,0,1950
2026-04-27 07:51:00,4724.29,4724.53,4723.21,4724.03,1896,21,0,1896
2026-04-27 07:54:00,4724.05,4725.05,4722.7,4723.04,1912,19,0,1912
2026-04-27 07:57:00,4723.06,4726.37,4723.01,4725.03,1970,19,0,1970
2026-04-27 08:00:00,4725.01,4725.46,4721.47,4721.91,1964,21,0,1964
2026-04-27 08:03:00,4721.92,4722.1,4720.94,4721.07,1960,21,0,1960
2026-04-27 08:06:00,4721.05,4721.51,4719.95,4720.22,1953,21,0,1953
2026-04-27 08:09:00,4720.23,4720.58,4719.35,4720.35,1883,19,0,1883
2026-04-27 08:12:00,4720.33,4720.53,4718.29,4718.42,1942,21,0,1942
2026-04-27 08:15:00,4718.43,4718.58,4716.06,4717.18,1994,21,0,1994
2026-04-27 08:18:00,4717.17,4718.98,4717.1,4718.54,1955,21,0,1955
2026-04-27 08:21:00,4718.54,4718.81,4717.89,4718.73,1916,18,0,1916
2026-04-27 08:24:00,4718.75,4719.54,4717.66,4718.52,2052,15,0,2052
2026-04-27 08:27:00,4718.52,4719.89,4718.07,4718.21,1935,15,0,1935
2026-04-27 08:30:00,4718.2,4718.36,4714.11,4715.38,2264,15,0,2264
2026-04-27 08:33:00,4715.31,4715.5,4710.15,4711.1,2162,21,0,2162
2026-04-27 08:36:00,4711.09,4712.4,4709.68,4710.51,2253,21,0,2253
2026-04-27 08:39:00,4710.53,4711.91,4709.77,4709.96,2063,21,0,2063
2026-04-27 08:42:00,4709.97,4712.28,4709.12,4711.66,2030,21,0,2030
2026-04-27 08:45:00,4711.66,4713.66,4711.33,4712.89,1957,20,0,1957
2026-04-27 08:48:00,4712.89,4713.46,4709.29,4710.2,2018,20,0,2018
2026-04-27 08:51:00,4710.17,4711.7,4708.68,4710.02,2103,21,0,2103
2026-04-27 08:54:00,4710.01,4712.91,4709.78,4712.29,2104,21,0,2104
2026-04-27 08:57:00,4712.31,4713.07,4709.74,4710.07,2032,21,0,2032
2026-04-27 09:00:00,4710.06,4713.14,4709.58,4711.37,2193,18,0,2193
2026-04-27 09:03:00,4711.39,4712.78,4709.22,4712.6,2209,17,0,2209
2026-04-27 09:06:00,4712.61,4712.8,4709.41,4712.44,2164,17,0,2164
2026-04-27 09:09:00,4712.41,4714.98,4711.85,4714.43,2031,16,0,2031
2026-04-27 09:12:00,4714.41,4715.65,4713.54,4714.49,2035,16,0,2035
2026-04-27 09:15:00,4714.49,4714.53,4711.59,4711.91,2089,18,0,2089
2026-04-27 09:18:00,4711.92,4713.91,4711.36,4713.58,2110,18,0,2110
2026-04-27 09:21:00,4713.6,4715.12,4713.6,4714.15,2007,16,0,2007
2026-04-27 09:24:00,4714.1,4715.68,4713.18,4713.72,2065,15,0,2065
2026-04-27 09:27:00,4713.74,4714.51,4712.4,4714.42,2075,18,0,2075
2026-04-27 09:30:00,4714.43,4714.47,4709.16,4712.59,2240,18,0,2240
2026-04-27 09:33:00,4712.58,4713.2,4709.63,4711.15,2099,17,0,2099
2026-04-27 09:36:00,4711.17,4713.44,4710.4,4713.43,2004,14,0,2004
