time,open,high,low,close,volume,spread,real_volume
2025-12-19 08:00:00,4326.08,4327.11,4324.24,4326.69,885,3,0
2025-12-19 08:03:00,4326.64,4327.6,4325.89,4326.23,1131,3,0
2025-12-19 08:06:00,4326.24,4327.38,4326.05,4326.79,1043,3,0
2025-12-19 08:09:00,4326.81,4327.02,4325.62,4326.2,676,3,0
2025-12-19 08:12:00,4326.21,4327.44,4325.55,4327.23,574,3,0
2025-12-19 08:15:00,4327.34,4329.46,4327.3,4327.53,1449,3,0
2025-12-19 08:18:00,4327.57,4328.63,4326.91,4327.65,958,3,0
2025-12-19 08:21:00,4327.63,4328.05,4326.36,4327.49,1108,3,0
2025-12-19 08:24:00,4327.41,4328.42,4326.91,4328.03,868,3,0
2025-12-19 08:27:00,4327.99,4328.92,4326.72,4327.31,915,3,0
2025-12-19 08:30:00,4327.32,4328.32,4325.5,4325.56,984,3,0
2025-12-19 08:33:00,4325.58,4326.47,4324.54,4324.64,1160,3,0
2025-12-19 08:36:00,4324.66,4325.15,4323.63,4325.14,1473,3,0
2025-12-19 08:39:00,4325.07,4326.11,4321.64,4322.18,1181,3,0
2025-12-19 08:42:00,4322.21,4324.46,4321.8,4324.32,1518,3,0
2025-12-19 08:45:00,4324.32,4324.32,4322.65,4323.96,1546,3,0
2025-12-19 08:48:00,4323.92,4325.26,4323.29,4325.07,1156,3,0
2025-12-19 08:51:00,4325.05,4325.99,4324.73,4325.33,789,3,0
2025-12-19 08:54:00,4325.31,4327.28,4325.26,4326.57,968,3,0
2025-12-19 08:57:00,4326.6,4326.99,4325.88,4326.49,591,3,0
2025-12-19 09:00:00,4326.43,4326.71,4323.18,4324.43,1229,3,0
2025-12-19 09:03:00,4324.42,4326.17,4323.65,4325.73,749,3,0
2025-12-19 09:06:00,4325.75,4325.77,4323.86,4324.62,909,3,0
2025-12-19 09:09:00,4324.6,4327.56,4324.57,4327.04,879,3,0
2025-12-19 09:12:00,4327.01,4328.46,4326.34,4327.3,825,3,0
2025-12-19 09:15:00,4327.37,4327.86,4326.19,4327.05,830,3,0
2025-12-19 09:18:00,4326.98,4327.31,4324.46,4325.77,778,3,0
2025-12-19 09:21:00,4325.7,4326.5,4323.47,4324.58,1113,3,0
2025-12-19 09:24:00,4324.54,4326.4,4324.15,4325.59,847,3,0
2025-12-19 09:27:00,4325.6,4327.8,4325.1,4327.61,647,3,0
