time,open,high,low,close,tick_volume,spread,real_volume,volume
2026-09-04 14:03:00,4472.14,4472.66,4471.13,4471.99,1940,13,0,1940
2026-09-04 14:06:00,4472.01,4472.1,4469.48,4470.11,1910,12,0,1910
2026-09-04 14:09:00,4470.11,4471.29,4470.03,4470.21,1917,14,0,1917
2026-09-04 14:12:00,4470.19,4471.02,4469.62,4470.25,1943,14,0,1943
2026-09-04 14:15:00,4470.26,4470.65,4467.83,4468.34,1911,13,0,1911
2026-09-04 14:18:00,4468.35,4468.57,4466.35,4468.22,1961,14,0,1961
2026-09-04 14:21:00,4468.21,4470.78,4467.48,4469.95,1923,14,0,1923
2026-09-04 14:24:00,4469.95,4469.98,4466.15,4467.19,1890,12,0,1890
2026-09-04 14:27:00,4467.19,4467.7,4465.39,4465.67,2255,9,0,2255
2026-09-04 14:30:00,4465.67,4468.35,4465.27,4467.98,1905,12,0,1905
2026-09-04 14:33:00,4467.97,4468.09,4465.91,4467.5,2310,9,0,2310
2026-09-04 14:36:00,4467.52,4469.51,4466.93,4469.22,2261,9,0,2261
2026-09-04 14:39:00,4469.22,4470.31,4467.32,4469.23,1955,9,0,1955
2026-09-04 14:42:00,4469.21,4469.26,4465.95,4468.21,1979,14,0,1979
2026-09-04 14:45:00,4468.18,4470.48,4468.06,4470.38,2304,9,0,2304
2026-09-04 14:48:00,4470.36,4470.38,4467.17,4468.67,2052,9,0,2052
2026-09-04 14:51:00,4468.64,4470.62,4467.61,4468.64,2002,13,0,2002
2026-09-04 14:54:00,4468.64,4469.9,4468.36,4468.81,2400,9,0,2400
2026-09-04 14:57:00,4468.83,4469.13,4465.13,4466.91,1941,9,0,1941
2026-09-04 15:00:00,4466.91,4469.29,4464.86,4465.59,2169,14,0,2169
2026-09-04 15:03:00,4465.57,4470.4,4465.57,4469.28,2124,14,0,2124
2026-09-04 15:06:00,4469.28,4470.18,4468.23,4469.03,2095,14,0,2095
2026-09-04 15:09:00,4469.0,4469.79,4466.42,4467.77,2177,14,0,2177
2026-09-04 15:12:00,4467.82,4468.28,4464.58,4464.74,2102,14,0,2102
2026-09-04 15:15:00,4464.75,4467.56,4464.64,4465.86,2135,12,0,2135
2026-09-04 15:18:00,4465.88,4468.24,4464.44,4465.62,2302,14,0,2302
2026-09-04 15:21:00,4465.64,4469.66,4464.56,4466.93,2323,14,0,2323
2026-09-04 15:24:00,4466.91,4470.26,4466.8,4469.58,2285,14,0,2285
2026-09-04 15:27:00,4469.6,4475.74,4469.23,4472.77,2462,14,0,2462
2026-09-04 15:30:00,4470.75,4471.95,4374.22,4383.46,4086,62,0,4086
2026-09-04 15:33:00,4383.48,4412.32,4379.75,4389.44,4816,14,0,4816
2026-09-04 15:36:00,4389.46,4398.74,4382.89,4392.29,4357,14,0,4357
2026-09-04 15:39:00,4392.32,4401.82,4387.03,4401.78,3529,14,0,3529
2026-09-04 15:42:00,4401.82,4406.45,4393.95,4394.02,3180,14,0,3180
2026-09-04 15:45:00,4393.98,4393.98,4380.15,4382.83,3701,14,0,3701
2026-09-04 15:48:00,4382.79,4400.04,4382.54,4397.86,3538,14,0,3538
2026-09-04 15:51:00,4397.85,4408.63,4395.38,4408.24,3012,14,0,3012
2026-09-04 15:54:00,4408.28,4409.94,4403.17,4404.9,2991,14,0,2991
2026-09-04 15:57:00,4404.96,4405.33,4392.56,4393.8,3091,14,0,3091
2026-09-04 16:00:00,4393.84,4394.51,4365.64,4385.03,4082,14,0,4082
2026-09-04 16:03:00,4385.09,4387.62,4375.97,4379.32,3131,14,0,3131
2026-09-04 16:06:00,4379.31,4386.55,4377.75,4385.78,2938,14,0,2938
2026-09-04 16:09:00,4385.8,4390.12,4382.24,4388.9,2854,14,0,2854
2026-09-04 16:12:00,4388.9,4394.31,4386.91,4394.29,2739,14,0,2739
2026-09-04 16:15:00,4394.26,4399.97,4392.21,4392.21,2785,14,0,2785
2026-09-04 16:18:00,4392.23,4400.96,4391.48,4400.53,2654,14,0,2654
2026-09-04 16:21:00,4400.55,4404.12,4396.96,4403.52,2747,14,0,2747
2026-09-04 16:24:00,4403.51,4407.87,4402.32,4406.71,2631,14,0,2631
2026-09-04 16:27:00,4406.71,4414.58,4406.53,4412.58,2722,14,0,2722
